exercise_name,muscle_slug,role,activation_pct
Lever Seated Crunch,obliques,secondary,50
Lever Seated Crunch (chest Pad),rectus_abdominis,primary,90
Lever Seated Crunch (chest Pad),obliques,secondary,50
Lever Seated Crunch V. 2,rectus_abdominis,primary,90
Lever Seated Crunch V. 2,obliques,secondary,45
Lever Seated Crunch V. 2,hip_flexors,secondary,35
Lever Seated Dip,triceps_brachii,primary,85
Lever Seated Dip,pectoralis_major,secondary,50
Lever Seated Dip,anterior_deltoid,secondary,45
Lever Seated Fly,pectoralis_major,primary,90
Lever Seated Fly,lateral_deltoid,secondary,40
Lever Seated Fly,trapezius,secondary,50
Lever Seated Good Morning,gluteus_maximus,primary,85
Lever Seated Good Morning,hamstrings,secondary,55
Lever Seated Good Morning,erector_spinae,secondary,50
Lever Seated Hip Abduction,gluteus_medius,primary,85
Lever Seated Hip Abduction,gluteus_maximus,secondary,40
Lever Seated Hip Abduction,hamstrings,secondary,35
Lever Seated Hip Adduction,adductors,primary,90
Lever Seated Hip Adduction,hamstrings,secondary,45
Lever Seated Hip Adduction,gluteus_maximus,secondary,35
Lever Seated Leg Curl,hamstrings,primary,88
Lever Seated Leg Curl,calves,secondary,45
Lever Seated Leg Raise Crunch,rectus_abdominis,primary,90
Lever Seated Leg Raise Crunch,hip_flexors,secondary,50
Lever Seated Reverse Fly,posterior_deltoid,primary,85
Lever Seated Reverse Fly,trapezius,secondary,50
Lever Seated Reverse Fly,rhomboids,secondary,48
Lever Seated Reverse Fly (parallel Grip),posterior_deltoid,primary,85
Lever Seated Reverse Fly (parallel Grip),trapezius,secondary,45
Lever Seated Reverse Fly (parallel Grip),rhomboids,secondary,50
Lever Seated Row,trapezius,primary,80
Lever Seated Row,biceps_brachii,secondary,50
Lever Seated Row,forearms,secondary,55
Lever Seated Squat Calf Raise On Leg Press Machine,calves,primary,90
Lever Seated Squat Calf Raise On Leg Press Machine,quadriceps,secondary,50
Lever Seated Squat Calf Raise On Leg Press Machine,hamstrings,secondary,45
Lever Seated Squat Calf Raise On Leg Press Machine,gluteus_maximus,secondary,48
Lever Shoulder Press,anterior_deltoid,primary,90
Lever Shoulder Press,triceps_brachii,secondary,50
Lever Shoulder Press,pectoralis_major,secondary,45
Lever Shoulder Press V. 2,anterior_deltoid,primary,88
Lever Shoulder Press V. 2,triceps_brachii,secondary,52
Lever Shoulder Press V. 2,pectoralis_major,secondary,45
Lever Shoulder Press V. 3,anterior_deltoid,primary,90
Lever Shoulder Press V. 3,triceps_brachii,secondary,50
Lever Shoulder Press V. 3,pectoralis_major,secondary,45
Lever Shrug,trapezius,primary,90
Lever Shrug,lateral_deltoid,secondary,35
Lever Standing Calf Raise,calves,primary,90
Lever Standing Chest Press,pectoralis_major,primary,90
Lever Standing Chest Press,anterior_deltoid,secondary,55
Lever Standing Chest Press,triceps_brachii,secondary,58
Lever T Bar Row,trapezius,primary,85
Lever T Bar Row,biceps_brachii,secondary,50
Lever T Bar Row,forearms,secondary,45
Lever T-bar Reverse Grip Row,trapezius,primary,80
Lever T-bar Reverse Grip Row,biceps_brachii,secondary,50
Lever T-bar Reverse Grip Row,forearms,secondary,45
Lever Triceps Extension,triceps_brachii,primary,90
Lever Triceps Extension,lateral_deltoid,secondary,35
Lever Unilateral Row,trapezius,primary,85
Lever Unilateral Row,biceps_brachii,secondary,55
Lever Unilateral Row,forearms,secondary,50
London Bridge,trapezius,primary,85
London Bridge,lateral_deltoid,secondary,50
London Bridge,biceps_brachii,secondary,45
London Bridge,forearms,secondary,40
Low Glute Bridge On Floor,gluteus_maximus,primary,90
Low Glute Bridge On Floor,hamstrings,secondary,50
Low Glute Bridge On Floor,rectus_abdominis,secondary,35
Lower Back Curl,erector_spinae,primary,90
Lower Back Curl,gluteus_maximus,secondary,55
Lower Back Curl,hamstrings,secondary,45
Lunge With Jump,gluteus_maximus,primary,90
Lunge With Jump,quadriceps,secondary,55
Lunge With Jump,hamstrings,secondary,50
Lunge With Jump,calves,secondary,58
Lunge With Twist,rectus_abdominis,primary,80
Lunge With Twist,quadriceps,secondary,55
Lunge With Twist,gluteus_maximus,secondary,50
Lunge With Twist,hamstrings,secondary,45
Lying (side) Quads Stretch,quadriceps,primary,70
Lying (side) Quads Stretch,hamstrings,secondary,35
Lying Elbow To Knee,rectus_abdominis,primary,85
Lying Elbow To Knee,hip_flexors,secondary,50
Lying Elbow To Knee,erector_spinae,secondary,35
Lying Leg Raise Flat Bench,rectus_abdominis,primary,85
Lying Leg Raise Flat Bench,hip_flexors,secondary,50
Lying Leg-hip Raise,rectus_abdominis,primary,90
Lying Leg-hip Raise,hip_flexors,secondary,50
Machine Inner Chest Press,pectoralis_major,primary,85
Machine Inner Chest Press,triceps_brachii,secondary,45
Machine Inner Chest Press,anterior_deltoid,secondary,40
March Sit (wall),gluteus_maximus,primary,90
March Sit (wall),quadriceps,secondary,55
March Sit (wall),hamstrings,secondary,45
March Sit (wall),calves,secondary,35
Medicine Ball Catch And Overhead Throw,latissimus_dorsi,primary,85
Medicine Ball Catch And Overhead Throw,anterior_deltoid,secondary,50
Medicine Ball Catch And Overhead Throw,rectus_abdominis,secondary,55
Medicine Ball Chest Pass,pectoralis_major,primary,90
Medicine Ball Chest Pass,anterior_deltoid,secondary,50
Medicine Ball Chest Pass,triceps_brachii,secondary,55
Medicine Ball Chest Push From 3 Point Stance,pectoralis_major,primary,90
Medicine Ball Chest Push From 3 Point Stance,anterior_deltoid,secondary,55
Medicine Ball Chest Push From 3 Point Stance,triceps_brachii,secondary,55
Medicine Ball Chest Push Multiple Response,pectoralis_major,primary,90
Medicine Ball Chest Push Multiple Response,triceps_brachii,secondary,50
Medicine Ball Chest Push Multiple Response,anterior_deltoid,secondary,45
Medicine Ball Chest Push Single Response,pectoralis_major,primary,90
Medicine Ball Chest Push Single Response,triceps_brachii,secondary,55
Medicine Ball Chest Push Single Response,anterior_deltoid,secondary,50
Medicine Ball Chest Push With Run Release,pectoralis_major,primary,85
Medicine Ball Chest Push With Run Release,triceps_brachii,secondary,55
Medicine Ball Chest Push With Run Release,anterior_deltoid,secondary,50
Medicine Ball Chest Push With Run Release,rectus_abdominis,secondary,55
Medicine Ball Close Grip Push Up,triceps_brachii,primary,90
Medicine Ball Close Grip Push Up,pectoralis_major,secondary,45
Medicine Ball Close Grip Push Up,anterior_deltoid,secondary,45
Medicine Ball Overhead Slam,trapezius,primary,85
Medicine Ball Overhead Slam,anterior_deltoid,secondary,50
Medicine Ball Overhead Slam,rectus_abdominis,secondary,55
Medicine Ball Supine Chest Throw,triceps_brachii,primary,90
Medicine Ball Supine Chest Throw,pectoralis_major,secondary,55
Medicine Ball Supine Chest Throw,anterior_deltoid,secondary,50
Mixed Grip Chin-up,latissimus_dorsi,primary,85
Mixed Grip Chin-up,biceps_brachii,secondary,55
Mixed Grip Chin-up,forearms,secondary,50
Modified Hindu Push-up (male),pectoralis_major,primary,85
Modified Hindu Push-up (male),triceps_brachii,secondary,50
Modified Hindu Push-up (male),anterior_deltoid,secondary,55
Modified Hindu Push-up (male),rectus_abdominis,secondary,40
Modified Push Up To Lower Arms,forearms,primary,75
Modified Push Up To Lower Arms,triceps_brachii,secondary,55
Modified Push Up To Lower Arms,pectoralis_major,secondary,45
Modified Push Up To Lower Arms,anterior_deltoid,secondary,45
Monster Walk,gluteus_maximus,primary,90
Monster Walk,hamstrings,secondary,50
Monster Walk,quadriceps,secondary,45
Muscle Up,latissimus_dorsi,primary,90
Muscle Up,biceps_brachii,secondary,55
Muscle Up,triceps_brachii,secondary,50
Muscle Up,lateral_deltoid,secondary,45
Muscle Up,pectoralis_major,secondary,55
Muscle-up (on Vertical Bar),latissimus_dorsi,primary,90
Muscle-up (on Vertical Bar),biceps_brachii,secondary,55
Muscle-up (on Vertical Bar),triceps_brachii,secondary,58
Muscle-up (on Vertical Bar),forearms,secondary,60
Narrow Push-up On Exercise Ball,triceps_brachii,primary,88
Narrow Push-up On Exercise Ball,pectoralis_major,secondary,45
Narrow Push-up On Exercise Ball,anterior_deltoid,secondary,48
Neck Side Stretch,levator_scapulae,primary,75
Neck Side Stretch,trapezius,secondary,45
Negative Crunch,rectus_abdominis,primary,85
Negative Crunch,hip_flexors,secondary,45
Oblique Crunch V. 2,rectus_abdominis,primary,75
Oblique Crunch V. 2,obliques,secondary,55
Oblique Crunches Floor,rectus_abdominis,primary,80
Oblique Crunches Floor,obliques,secondary,55
Olympic Barbell Hammer Curl,biceps_brachii,primary,88
Olympic Barbell Hammer Curl,forearms,secondary,55
Olympic Barbell Triceps Extension,triceps_brachii,primary,88
Olympic Barbell Triceps Extension,lateral_deltoid,secondary,45
One Arm Against Wall,latissimus_dorsi,primary,80
One Arm Against Wall,lateral_deltoid,secondary,45
One Arm Against Wall,triceps_brachii,secondary,55
One Arm Chin-up,latissimus_dorsi,primary,92
One Arm Chin-up,biceps_brachii,secondary,58
One Arm Chin-up,forearms,secondary,55
One Arm Dip,triceps_brachii,primary,90
One Arm Dip,pectoralis_major,secondary,50
One Arm Dip,anterior_deltoid,secondary,50
One Arm Slam (with Medicine Ball),rectus_abdominis,primary,85
One Arm Slam (with Medicine Ball),lateral_deltoid,secondary,45
One Arm Slam (with Medicine Ball),latissimus_dorsi,secondary,55
One Arm Towel Row,trapezius,primary,80
One Arm Towel Row,biceps_brachii,secondary,50
One Arm Towel Row,forearms,secondary,55
One Leg Donkey Calf Raise,calves,primary,92
One Leg Donkey Calf Raise,hamstrings,secondary,50
One Leg Donkey Calf Raise,gluteus_maximus,secondary,50
One Leg Floor Calf Raise,calves,primary,90
One Leg Squat,gluteus_maximus,primary,85
One Leg Squat,quadriceps,secondary,55
One Leg Squat,hamstrings,secondary,45
One Leg Squat,calves,secondary,40
Otis Up,rectus_abdominis,primary,85
Otis Up,hip_flexors,secondary,50
Otis Up,erector_spinae,secondary,40
Outside Leg Kick Push-up,gluteus_maximus,primary,80
Outside Leg Kick Push-up,quadriceps,secondary,45
Outside Leg Kick Push-up,hamstrings,secondary,40
Outside Leg Kick Push-up,calves,secondary,35
Overhead Triceps Stretch,triceps_brachii,primary,68
Overhead Triceps Stretch,anterior_deltoid,secondary,38
Pelvic Tilt,rectus_abdominis,primary,75
Pelvic Tilt,erector_spinae,secondary,40
Pelvic Tilt Into Bridge,gluteus_maximus,primary,90
Pelvic Tilt Into Bridge,hamstrings,secondary,50
Pelvic Tilt Into Bridge,rectus_abdominis,secondary,40
Peroneals Stretch,calves,primary,85
Pike-to-cobra Push-up,gluteus_maximus,primary,85
Pike-to-cobra Push-up,rectus_abdominis,secondary,45
Pike-to-cobra Push-up,anterior_deltoid,secondary,55
Pike-to-cobra Push-up,triceps_brachii,secondary,50
Plyo Push Up,pectoralis_major,primary,85
Plyo Push Up,triceps_brachii,secondary,50
Plyo Push Up,anterior_deltoid,secondary,45
Plyo Push Up,rectus_abdominis,secondary,40
Posterior Step To Overhead Reach,rectus_abdominis,primary,78
Posterior Step To Overhead Reach,gluteus_maximus,secondary,52
Posterior Step To Overhead Reach,hamstrings,secondary,48
Posterior Step To Overhead Reach,quadriceps,secondary,55
Posterior Step To Overhead Reach,posterior_deltoid,secondary,42
Posterior Tibialis Stretch,calves,primary,70
Posterior Tibialis Stretch,hamstrings,secondary,45
Posterior Tibialis Stretch,quadriceps,secondary,40
Potty Squat,rectus_abdominis,primary,80
Potty Squat,quadriceps,secondary,58
Potty Squat,gluteus_maximus,secondary,58
Potty Squat With Support,gluteus_maximus,primary,80
Potty Squat With Support,quadriceps,secondary,50
Potty Squat With Support,hamstrings,secondary,45
Potty Squat With Support,calves,secondary,40
Power Clean,hamstrings,primary,85
Power Clean,gluteus_maximus,secondary,55
Power Clean,quadriceps,secondary,50
Power Clean,calves,secondary,40
Power Point Plank,rectus_abdominis,primary,80
Power Point Plank,lateral_deltoid,secondary,45
Power Point Plank,triceps_brachii,secondary,40
Power Point Plank,gluteus_maximus,secondary,50
Prisoner Half Sit-up (male),rectus_abdominis,primary,82
Prisoner Half Sit-up (male),hip_flexors,secondary,55
Prone Twist On Stability Ball,rectus_abdominis,primary,75
Prone Twist On Stability Ball,obliques,secondary,50
Prone Twist On Stability Ball,erector_spinae,secondary,45
Pull Up (neutral Grip),latissimus_dorsi,primary,90
Pull Up (neutral Grip),biceps_brachii,secondary,50
Pull Up (neutral Grip),forearms,secondary,50
Pull-in (on Stability Ball),rectus_abdominis,primary,85
Pull-in (on Stability Ball),hip_flexors,secondary,50
Pull-up,latissimus_dorsi,primary,92
Pull-up,biceps_brachii,secondary,55
Pull-up,forearms,secondary,58
Push And Pull Bodyweight,pectoralis_major,primary,85
Push And Pull Bodyweight,triceps_brachii,secondary,50
Push And Pull Bodyweight,lateral_deltoid,secondary,40
Push Up On Bosu Ball,pectoralis_major,primary,85
Push Up On Bosu Ball,triceps_brachii,secondary,50
Push Up On Bosu Ball,anterior_deltoid,secondary,45
Push Up On Bosu Ball,rectus_abdominis,secondary,55
Push-up,pectoralis_major,primary,85
Push-up,triceps_brachii,secondary,55
Push-up,anterior_deltoid,secondary,50
Push-up,rectus_abdominis,secondary,40
Push-up (bosu Ball),pectoralis_major,primary,85
Push-up (bosu Ball),triceps_brachii,secondary,50
Push-up (bosu Ball),anterior_deltoid,secondary,45
Push-up (bosu Ball),rectus_abdominis,secondary,55
Push-up (on Stability Ball),pectoralis_major,primary,90
Push-up (on Stability Ball),triceps_brachii,secondary,55
Push-up (on Stability Ball),anterior_deltoid,secondary,50
Push-up (on Stability Ball),rectus_abdominis,secondary,60
Push-up (wall),pectoralis_major,primary,70
Push-up (wall),triceps_brachii,secondary,40
Push-up (wall),anterior_deltoid,secondary,40
Push-up (wall) V. 2,pectoralis_major,primary,85
Push-up (wall) V. 2,triceps_brachii,secondary,35
Push-up (wall) V. 2,anterior_deltoid,secondary,35
Push-up Close-grip Off Dumbbell,triceps_brachii,primary,90
Push-up Close-grip Off Dumbbell,pectoralis_major,secondary,45
Push-up Close-grip Off Dumbbell,anterior_deltoid,secondary,50
Push-up Inside Leg Kick,gluteus_maximus,primary,80
Push-up Inside Leg Kick,quadriceps,secondary,45
Push-up Inside Leg Kick,hamstrings,secondary,40
Push-up Inside Leg Kick,calves,secondary,35
Push-up Inside Leg Kick,rectus_abdominis,secondary,50
Push-up Medicine Ball,pectoralis_major,primary,90
Push-up Medicine Ball,triceps_brachii,secondary,55
Push-up Medicine Ball,anterior_deltoid,secondary,50
Push-up Medicine Ball,rectus_abdominis,secondary,55
Push-up On Lower Arms,triceps_brachii,primary,80
Push-up On Lower Arms,pectoralis_major,secondary,45
Push-up On Lower Arms,anterior_deltoid,secondary,50
Push-up Plus,pectoralis_major,primary,80
Push-up Plus,triceps_brachii,secondary,50
Push-up Plus,anterior_deltoid,secondary,45
Push-up To Side Plank,rectus_abdominis,primary,80
Push-up To Side Plank,anterior_deltoid,secondary,55
Push-up To Side Plank,pectoralis_major,secondary,45
Push-up To Side Plank,triceps_brachii,secondary,52
Quads (bodyweight Squat),quadriceps,primary,75
Quads (bodyweight Squat),hamstrings,secondary,45
Quads (bodyweight Squat),gluteus_maximus,secondary,50
Quarter Sit-up,rectus_abdominis,primary,88
Quarter Sit-up,hip_flexors,secondary,40
Quick Feet V. 2,quadriceps,primary,80
Quick Feet V. 2,calves,secondary,45
Quick Feet V. 2,hamstrings,secondary,50
Raise Single Arm Push-up,pectoralis_major,primary,85
Raise Single Arm Push-up,triceps_brachii,secondary,55
Raise Single Arm Push-up,anterior_deltoid,secondary,50
Raise Single Arm Push-up,rectus_abdominis,secondary,55
Rear Decline Bridge,gluteus_maximus,primary,90
Rear Decline Bridge,hamstrings,secondary,50
Rear Decline Bridge,erector_spinae,secondary,45
Rear Deltoid Stretch,posterior_deltoid,primary,70
Rear Deltoid Stretch,trapezius,secondary,35
Rear Deltoid Stretch,rhomboids,secondary,35
Rear Pull-up,latissimus_dorsi,primary,88
Rear Pull-up,biceps_brachii,secondary,52
Rear Pull-up,forearms,secondary,48
Reclining Big Toe Pose With Rope,hamstrings,primary,80
Reclining Big Toe Pose With Rope,calves,secondary,30
Reclining Big Toe Pose With Rope,gluteus_maximus,secondary,45
Resistance Band Hip Thrusts On Knees (female),gluteus_maximus,primary,90
Resistance Band Hip Thrusts On Knees (female),hamstrings,secondary,45
Resistance Band Hip Thrusts On Knees (female),quadriceps,secondary,35
Resistance Band Leg Extension,quadriceps,primary,85
Resistance Band Leg Extension,hamstrings,secondary,40
Resistance Band Seated Biceps Curl,biceps_brachii,primary,85
Resistance Band Seated Biceps Curl,forearms,secondary,45
Resistance Band Seated Chest Press,pectoralis_major,primary,85
Resistance Band Seated Chest Press,anterior_deltoid,secondary,50
Resistance Band Seated Chest Press,triceps_brachii,secondary,55
Resistance Band Seated Hip Abduction,gluteus_medius,primary,85
Resistance Band Seated Hip Abduction,gluteus_maximus,secondary,40
Resistance Band Seated Hip Abduction,hamstrings,secondary,35
Resistance Band Seated Shoulder Press,anterior_deltoid,primary,90
Resistance Band Seated Shoulder Press,triceps_brachii,secondary,50
Resistance Band Seated Shoulder Press,trapezius,secondary,40
Resistance Band Seated Straight Back Row,trapezius,primary,80
Resistance Band Seated Straight Back Row,biceps_brachii,secondary,45
Resistance Band Seated Straight Back Row,lateral_deltoid,secondary,35
Reverse Crunch,rectus_abdominis,primary,85
Reverse Crunch,hip_flexors,secondary,55
Reverse Dip,triceps_brachii,primary,88
Reverse Dip,pectoralis_major,secondary,45
Reverse Dip,posterior_deltoid,secondary,38
Reverse Grip Machine Lat Pulldown,latissimus_dorsi,primary,90
Reverse Grip Machine Lat Pulldown,biceps_brachii,secondary,55
Reverse Grip Machine Lat Pulldown,forearms,secondary,45
Reverse Grip Pull-up,latissimus_dorsi,primary,88
Reverse Grip Pull-up,biceps_brachii,secondary,57
Reverse Grip Pull-up,forearms,secondary,52
Reverse Hyper Extension (on Stability Ball),gluteus_maximus,primary,80
Reverse Hyper Extension (on Stability Ball),hamstrings,secondary,55
Reverse Hyper Extension (on Stability Ball),erector_spinae,secondary,45
Reverse Hyper On Flat Bench,gluteus_maximus,primary,90
Reverse Hyper On Flat Bench,hamstrings,secondary,50
Reverse Hyper On Flat Bench,erector_spinae,secondary,55
Reverse Plank With Leg Lift,rectus_abdominis,primary,80
Reverse Plank With Leg Lift,gluteus_maximus,secondary,55
Reverse Plank With Leg Lift,hamstrings,secondary,45
Reverse Plank With Leg Lift,posterior_deltoid,secondary,40
Ring Dips,triceps_brachii,primary,90
Ring Dips,pectoralis_major,secondary,45
Ring Dips,anterior_deltoid,secondary,48
Rocking Frog Stretch,gluteus_maximus,primary,75
Rocking Frog Stretch,hamstrings,secondary,40
Rocking Frog Stretch,quadriceps,secondary,35
Rocky Pull-up Pulldown,latissimus_dorsi,primary,90
Rocky Pull-up Pulldown,biceps_brachii,secondary,50
Rocky Pull-up Pulldown,forearms,secondary,55
Roller Back Stretch,erector_spinae,primary,70
Roller Back Stretch,hamstrings,secondary,30
Roller Back Stretch,gluteus_maximus,secondary,30
Roller Body Saw,rectus_abdominis,primary,90
Roller Body Saw,lateral_deltoid,secondary,45
Roller Body Saw,triceps_brachii,secondary,50
Roller Hip Lat Stretch,gluteus_maximus,primary,75
Roller Hip Lat Stretch,hamstrings,secondary,45
Roller Hip Lat Stretch,quadriceps,secondary,40
Roller Hip Stretch,gluteus_maximus,primary,70
Roller Hip Stretch,hamstrings,secondary,40
Roller Hip Stretch,quadriceps,secondary,35
Roller Reverse Crunch,rectus_abdominis,primary,88
Roller Reverse Crunch,hip_flexors,secondary,52
Roller Seated Shoulder Flexor Depresor Retractor,pectoralis_major,primary,90
Roller Seated Shoulder Flexor Depresor Retractor,lateral_deltoid,secondary,45
Roller Seated Shoulder Flexor Depresor Retractor,triceps_brachii,secondary,50
Roller Seated Single Leg Shoulder Flexor Depresor Retractor,pectoralis_major,primary,88
Roller Seated Single Leg Shoulder Flexor Depresor Retractor,lateral_deltoid,secondary,42
Roller Seated Single Leg Shoulder Flexor Depresor Retractor,triceps_brachii,secondary,55
Roller Side Lat Stretch,latissimus_dorsi,primary,80
Roller Side Lat Stretch,lateral_deltoid,secondary,45
Roller Side Lat Stretch,triceps_brachii,secondary,40
Rope Climb,trapezius,primary,85
Rope Climb,forearms,secondary,55
Rope Climb,biceps_brachii,secondary,50
Rope Climb,lateral_deltoid,secondary,40
Runners Stretch,hamstrings,primary,80
Runners Stretch,calves,secondary,45
Runners Stretch,quadriceps,secondary,35
Russian Twist,rectus_abdominis,primary,82
Russian Twist,obliques,secondary,47
Scapula Dips,trapezius,primary,80
Scapula Dips,rhomboids,secondary,45
Scapula Dips,anterior_deltoid,secondary,40
Scapula Push-up,serratus_anterior,primary,85
Scapula Push-up,triceps_brachii,secondary,45
Scapula Push-up,anterior_deltoid,secondary,40
Scapular Pull-up,trapezius,primary,85
Scapular Pull-up,biceps_brachii,secondary,35
Scapular Pull-up,rhomboids,secondary,55
Scapular Pull-up,posterior_deltoid,secondary,45
Seated Calf Stretch (male),calves,primary,85
Seated Calf Stretch (male),hamstrings,secondary,35
Seated Glute Stretch,gluteus_maximus,primary,75
Seated Glute Stretch,hamstrings,secondary,40
Seated Leg Raise,rectus_abdominis,primary,85
Seated Leg Raise,hip_flexors,secondary,55
Seated Lower Back Stretch,latissimus_dorsi,primary,80
Seated Lower Back Stretch,gluteus_maximus,secondary,40
Seated Lower Back Stretch,hamstrings,secondary,45
Seated Piriformis Stretch,gluteus_maximus,primary,75
Seated Piriformis Stretch,hamstrings,secondary,45
Seated Side Crunch (wall),rectus_abdominis,primary,80
Seated Side Crunch (wall),obliques,secondary,55
Seated Wide Angle Pose Sequence,hamstrings,primary,90
Seated Wide Angle Pose Sequence,quadriceps,secondary,45
Seated Wide Angle Pose Sequence,calves,secondary,35
Self Assisted Inverse Leg Curl,hamstrings,primary,90
Self Assisted Inverse Leg Curl,gluteus_maximus,secondary,50
Self Assisted Inverse Leg Curl,calves,secondary,40
Self Assisted Inverse Leg Curl (on Floor),hamstrings,primary,90
Self Assisted Inverse Leg Curl (on Floor),gluteus_maximus,secondary,45
Self Assisted Inverse Leg Curl (on Floor),calves,secondary,35
Shoulder Grip Pull-up,latissimus_dorsi,primary,88
Shoulder Grip Pull-up,biceps_brachii,secondary,52
Shoulder Grip Pull-up,forearms,secondary,48
Shoulder Tap,rectus_abdominis,primary,85
Shoulder Tap,lateral_deltoid,secondary,45
Shoulder Tap,triceps_brachii,secondary,55
Shoulder Tap Push-up,pectoralis_major,primary,90
Shoulder Tap Push-up,triceps_brachii,secondary,55
Shoulder Tap Push-up,rectus_abdominis,secondary,45
Side Bridge Hip Abduction,gluteus_medius,primary,85
Side Bridge Hip Abduction,gluteus_maximus,secondary,45
Side Bridge Hip Abduction,obliques,secondary,55
Side Bridge V. 2,rectus_abdominis,primary,80
Side Bridge V. 2,obliques,secondary,60
Side Bridge V. 2,gluteus_maximus,secondary,50
Side Hip (on Parallel Bars),rectus_abdominis,primary,85
Side Hip (on Parallel Bars),obliques,secondary,55
Side Hip (on Parallel Bars),hip_flexors,secondary,50
Side Hip Abduction,gluteus_medius,primary,85
Side Hip Abduction,gluteus_maximus,secondary,45
Side Hip Abduction,quadriceps,secondary,35
Side Lying Floor Stretch,latissimus_dorsi,primary,70
Side Lying Floor Stretch,obliques,secondary,45
Side Lying Floor Stretch,gluteus_maximus,secondary,40
Side Lying Hip Adduction (male),adductors,primary,85
Side Lying Hip Adduction (male),gluteus_maximus,secondary,40
Side Lying Hip Adduction (male),hamstrings,secondary,35
Side Plank Hip Adduction,adductors,primary,85
Side Plank Hip Adduction,obliques,secondary,50
Side Plank Hip Adduction,gluteus_maximus,secondary,35
Side Push Neck Stretch,levator_scapulae,primary,80
Side Push Neck Stretch,trapezius,secondary,45
Side Push-up,triceps_brachii,primary,85
Side Push-up,anterior_deltoid,secondary,50
Side Push-up,pectoralis_major,secondary,45
Side Push-up,rectus_abdominis,secondary,40
Side Wrist Pull Stretch,forearms,primary,70
Side-to-side Chin,latissimus_dorsi,primary,85
Side-to-side Chin,biceps_brachii,secondary,50
Side-to-side Chin,forearms,secondary,45
Side-to-side Toe Touch (male),rectus_abdominis,primary,80
Side-to-side Toe Touch (male),obliques,secondary,55
Side-to-side Toe Touch (male),hip_flexors,secondary,40
Single Arm Push-up,pectoralis_major,primary,85
Single Arm Push-up,triceps_brachii,secondary,50
Single Arm Push-up,anterior_deltoid,secondary,50
Single Arm Push-up,rectus_abdominis,secondary,45
Single Leg Bridge With Outstretched Leg,gluteus_maximus,primary,90
Single Leg Bridge With Outstretched Leg,hamstrings,secondary,55
Single Leg Bridge With Outstretched Leg,quadriceps,secondary,35
Single Leg Calf Raise (on A Dumbbell),calves,primary,90
Single Leg Platform Slide,hamstrings,primary,85
Single Leg Platform Slide,gluteus_maximus,secondary,45
Single Leg Platform Slide,quadriceps,secondary,45
Single Leg Squat (pistol) Male,gluteus_maximus,primary,85
Single Leg Squat (pistol) Male,quadriceps,secondary,55
Single Leg Squat (pistol) Male,hamstrings,secondary,45
Single Leg Squat (pistol) Male,calves,secondary,40
Sissy Squat,quadriceps,primary,90
Sissy Squat,calves,secondary,45
Sissy Squat,gluteus_maximus,secondary,40
Sit-up V. 2,rectus_abdominis,primary,85
Sit-up V. 2,hip_flexors,secondary,50
Sit-up With Arms On Chest,rectus_abdominis,primary,80
Sit-up With Arms On Chest,hip_flexors,secondary,55
Ski Ergometer,triceps_brachii,primary,85
Ski Ergometer,lateral_deltoid,secondary,45
Ski Ergometer,forearms,secondary,50
Skin The Cat,trapezius,primary,80
Skin The Cat,lateral_deltoid,secondary,45
Skin The Cat,rectus_abdominis,secondary,55
Sled 45 Degrees One Leg Press,gluteus_maximus,primary,90
Sled 45 Degrees One Leg Press,quadriceps,secondary,55
Sled 45 Degrees One Leg Press,hamstrings,secondary,45
Sled 45 Degrees One Leg Press,calves,secondary,40
Sled 45° Calf Press,calves,primary,85
Sled 45° Calf Press,hamstrings,secondary,35
Sled 45° Leg Press,gluteus_maximus,primary,85
Sled 45° Leg Press,quadriceps,secondary,55
Sled 45° Leg Press,hamstrings,secondary,40
Sled 45° Leg Press,calves,secondary,35
Sled 45° Leg Press (back Pov),gluteus_maximus,primary,85
Sled 45° Leg Press (back Pov),quadriceps,secondary,55
Sled 45° Leg Press (back Pov),hamstrings,secondary,45
Sled 45° Leg Press (back Pov),calves,secondary,40
Sled 45° Leg Press (side Pov),gluteus_maximus,primary,90
Sled 45° Leg Press (side Pov),quadriceps,secondary,55
Sled 45° Leg Press (side Pov),hamstrings,secondary,45
Sled 45° Leg Press (side Pov),calves,secondary,40
Sled 45° Leg Wide Press,gluteus_maximus,primary,85
Sled 45° Leg Wide Press,quadriceps,secondary,55
Sled 45° Leg Wide Press,hamstrings,secondary,45
Sled 45° Leg Wide Press,calves,secondary,35
Sled Calf Press On Leg Press,calves,primary,90
Sled Calf Press On Leg Press,hamstrings,secondary,40
Sled Calf Press On Leg Press,quadriceps,secondary,40
Sled Closer Hack Squat,gluteus_maximus,primary,90
Sled Closer Hack Squat,quadriceps,secondary,55
Sled Closer Hack Squat,hamstrings,secondary,45
Sled Closer Hack Squat,calves,secondary,40
Sled Forward Angled Calf Raise,calves,primary,90
Sled Forward Angled Calf Raise,hamstrings,secondary,45
Sled Forward Angled Calf Raise,gluteus_maximus,secondary,55
Sled Hack Squat,gluteus_maximus,primary,85
Sled Hack Squat,quadriceps,secondary,55
Sled Hack Squat,hamstrings,secondary,45
Sled Hack Squat,calves,secondary,50
Sled Lying Calf Press,calves,primary,90
Sled Lying Calf Press,hamstrings,secondary,45
Sled Lying Calf Press,gluteus_maximus,secondary,40
Sled Lying Squat,gluteus_maximus,primary,85
Sled Lying Squat,quadriceps,secondary,55
